MEET,NAME,FX,PH,SR,VT,PB,HB,AA,TEAM,ROUND,FX_D,PH_D,SR_D,VT_D,PB_D,HB_D
koper_cup,Ricardo Rudy,NA,NA,NA,NA,11.7,NA,NA,AUT,P-Bars Qualification Results,NA,NA,NA,NA,4.2,NA
koper_cup,Patrick Palmroth,NA,NA,NA,NA,11.25,NA,NA,FIN,P-Bars Qualification Results,NA,NA,NA,NA,5.4,NA
koper_cup,Balazs Juhasz,NA,NA,NA,NA,11.1,NA,NA,HUN,P-Bars Qualification Results,NA,NA,NA,NA,3.7,NA
koper_cup,Ron Pyatov,NA,NA,NA,NA,11.1,NA,NA,ISR,P-Bars Qualification Results,NA,NA,NA,NA,5.5,NA
koper_cup,Tang Chia-Hung,NA,NA,NA,NA,NA,15,NA,TWN,High Bar Qualification Results,NA,NA,NA,NA,NA,6.3
koper_cup,Carlo Macchini,NA,NA,NA,NA,NA,14.95,NA,ITA,High Bar Qualification Results,NA,NA,NA,NA,NA,6.5
koper_cup,Tin Srbic,NA,NA,NA,NA,NA,14.45,NA,HRV,High Bar Qualification Results,NA,NA,NA,NA,NA,5.7
koper_cup,Illia Kovtun,NA,NA,NA,NA,NA,14.2,NA,UKR,High Bar Qualification Results,NA,NA,NA,NA,NA,6.3
koper_cup,Alexander Myakinin,NA,NA,NA,NA,NA,14.05,NA,ISR,High Bar Qualification Results,NA,NA,NA,NA,NA,5.9
koper_cup,Radomyr Stelmakh,NA,NA,NA,NA,NA,14,NA,UKR,High Bar Qualification Results,NA,NA,NA,NA,NA,5.7
koper_cup,Diyas Toishybek,NA,NA,NA,NA,NA,13.6,NA,KAZ,High Bar Qualification Results,NA,NA,NA,NA,NA,5.3
koper_cup,Unai Baigorri,NA,NA,NA,NA,NA,13.55,NA,ESP,High Bar Qualification Results,NA,NA,NA,NA,NA,4.9
koper_cup,Hung Yuan-Hsi,NA,NA,NA,NA,NA,13.4,NA,TWN,High Bar Qualification Results,NA,NA,NA,NA,NA,5.4
koper_cup,Kacper Garnczarek,NA,NA,NA,NA,NA,13.25,NA,POL,High Bar Qualification Results,NA,NA,NA,NA,NA,4.6
koper_cup,Axel Breche,NA,NA,NA,NA,NA,13.15,NA,FRA,High Bar Qualification Results,NA,NA,NA,NA,NA,4.6
koper_cup,Ivan Dejanovic,NA,NA,NA,NA,NA,13.15,NA,SRB,High Bar Qualification Results,NA,NA,NA,NA,NA,5.1
koper_cup,Ahmad Salameh,NA,NA,NA,NA,NA,13.05,NA,JOR,High Bar Qualification Results,NA,NA,NA,NA,NA,4.6
koper_cup,Sercan Demir,NA,NA,NA,NA,NA,12.95,NA,TUR,High Bar Qualification Results,NA,NA,NA,NA,NA,4.8
koper_cup,Kevin Buckley,NA,NA,NA,NA,NA,12.95,NA,SVN,High Bar Qualification Results,NA,NA,NA,NA,NA,4.8
koper_cup,Enkhtuvshin Damdindorj,NA,NA,NA,NA,NA,12.7,NA,MNG,High Bar Qualification Results,NA,NA,NA,NA,NA,4.9
koper_cup,Alexander Yolshin-Cash,NA,NA,NA,NA,NA,12.6,NA,GBR,High Bar Qualification Results,NA,NA,NA,NA,NA,4.7
koper_cup,Oliver Kasala,NA,NA,NA,NA,NA,12.5,NA,SVK,High Bar Qualification Results,NA,NA,NA,NA,NA,4.9
koper_cup,Manuel Arnold,NA,NA,NA,NA,NA,12.35,NA,AUT,High Bar Qualification Results,NA,NA,NA,NA,NA,4.4
koper_cup,Krisztofer Meszaros,NA,NA,NA,NA,NA,12.1,NA,HUN,High Bar Qualification Results,NA,NA,NA,NA,NA,5.1
koper_cup,Farukh Nabiyev,NA,NA,NA,NA,NA,11.7,NA,KAZ,High Bar Qualification Results,NA,NA,NA,NA,NA,4.5
koper_cup,Szilard Zavory,NA,NA,NA,NA,NA,11.65,NA,HUN,High Bar Qualification Results,NA,NA,NA,NA,NA,4.4
koper_cup,Nicolò Mozzato,NA,NA,NA,NA,NA,11.6,NA,ITA,High Bar Qualification Results,NA,NA,NA,NA,NA,5
koper_cup,Volkan Arda Hamarat,NA,NA,NA,NA,NA,11.45,NA,TUR,High Bar Qualification Results,NA,NA,NA,NA,NA,4.7
koper_cup,Patrick Palmroth,NA,NA,NA,NA,NA,10.85,NA,FIN,High Bar Qualification Results,NA,NA,NA,NA,NA,4.5
koper_cup,David Bickel,NA,NA,NA,NA,NA,10.65,NA,AUT,High Bar Qualification Results,NA,NA,NA,NA,NA,4.1
koper_cup,Audrys Nin Reyes,NA,NA,NA,NA,NA,9.8,NA,DOM,High Bar Qualification Results,NA,NA,NA,NA,NA,3.4
madrid_friendly,Matteo Giubellini,13.8,14.567,13.3,14.067,13.567,13.567,82.868,CHE,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Florian Langenegger,13.8,13.833,13.5,14.267,13.767,13.133,82.3,CHE,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Joel Plata,13.567,13.632,13.333,13.433,13.4,14.5,81.865,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Noe Seifert,13.867,14.232,11,14.1,14.067,13.567,80.833,CHE,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Nicolau Mir,13.5,12.267,11.3,14.167,13.967,13.032,78.233,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Daniel Carrion,13,11.6,13,13.5,13.633,13,77.733,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Thierno Diallo,NA,13.967,13.033,13.767,14,13.232,67.999,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Moreno Kratter,13.433,12.433,12.967,11.1,13.3,NA,63.233,CHE,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Luca Giubellini,13.7,14.1,12.332,14.7,NA,NA,54.832,CHE,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Pau Jimenez,13.8,NA,11.9,14.333,12.833,NA,52.866,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Unai Baigorri,14.133,13.7,NA,12.567,NA,11.133,51.533,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Adriá Vera,12.067,13.067,12.767,NA,NA,12.967,50.868,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Rayderley Zapata,14,NA,13.933,NA,NA,NA,27.933,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Taha Serhani,NA,NA,NA,NA,14.033,13.533,27.566,CHE,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Angel Barajas,NA,NA,NA,NA,14.433,11.967,26.4,COL,All-Around Results,NA,NA,NA,NA,NA,NA
madrid_friendly,Néstor Abad,3.167,NA,NA,NA,NA,13.733,16.9,ESP,All-Around Results,NA,NA,NA,NA,NA,NA
osijek_cup,Illia Kovtun,14.4,NA,NA,NA,NA,NA,NA,UKR,Floor Final Results,5.9,NA,NA,NA,NA,NA
osijek_cup,Ilyas Azizov,14.2,NA,NA,NA,NA,NA,NA,KAZ,Floor Final Results,5.8,NA,NA,NA,NA,NA
osijek_cup,Kevin Penev,13.95,NA,NA,NA,NA,NA,NA,BGR,Floor Final Results,6.1,NA,NA,NA,NA,NA
osijek_cup,Enkhtuvshin Damdindorj,13.8,NA,NA,NA,NA,NA,NA,MNG,Floor Final Results,5.5,NA,NA,NA,NA,NA
osijek_cup,Usukhbayar Erkhembayar,13.55,NA,NA,NA,NA,NA,NA,MNG,Floor Final Results,5.6,NA,NA,NA,NA,NA
osijek_cup,Krisztofer Meszaros,13.55,NA,NA,NA,NA,NA,NA,HUN,Floor Final Results,6.3,NA,NA,NA,NA,NA
osijek_cup,Aurel Benovic,13.55,NA,NA,NA,NA,NA,NA,HRV,Floor Final Results,6.3,NA,NA,NA,NA,NA
osijek_cup,Cameron Lynn,13.4,NA,NA,NA,NA,NA,NA,GBR,Floor Final Results,5.6,NA,NA,NA,NA,NA
osijek_cup,Ilyas Azizov,NA,14.6,NA,NA,NA,NA,NA,KAZ,Pommels Final Results,NA,5.9,NA,NA,NA,NA
osijek_cup,Filip Ude,NA,14.3,NA,NA,NA,NA,NA,HRV,Pommels Final Results,NA,5.9,NA,NA,NA,NA
osijek_cup,Marko Sambolec,NA,14,NA,NA,NA,NA,NA,HRV,Pommels Final Results,NA,6,NA,NA,NA,NA
osijek_cup,Unai Baigorri,NA,13.65,NA,NA,NA,NA,NA,ESP,Pommels Final Results,NA,5.1,NA,NA,NA,NA
osijek_cup,Adam Tobin,NA,13.6,NA,NA,NA,NA,NA,GBR,Pommels Final Results,NA,5.8,NA,NA,NA,NA
osijek_cup,Ahmet Burak Ekici,NA,12.5,NA,NA,NA,NA,NA,TUR,Pommels Final Results,NA,4.6,NA,NA,NA,NA
osijek_cup,Kevin Buckley,NA,11.85,NA,NA,NA,NA,NA,SVN,Pommels Final Results,NA,4.1,NA,NA,NA,NA
osijek_cup,Adam Steele,NA,8.4,NA,NA,NA,NA,NA,IRL,Pommels Final Results,NA,4.8,NA,NA,NA,NA
osijek_cup,Kevin Penev,NA,NA,13.25,NA,NA,NA,NA,BGR,Rings Final Results,NA,NA,5,NA,NA,NA
osijek_cup,Kevin Buckley,NA,NA,13,NA,NA,NA,NA,SVN,Rings Final Results,NA,NA,4.3,NA,NA,NA
osijek_cup,Pau Jimenez,NA,NA,12.95,NA,NA,NA,NA,ESP,Rings Final Results,NA,NA,4.9,NA,NA,NA
osijek_cup,Balazs Kiss,NA,NA,12.9,NA,NA,NA,NA,HUN,Rings Final Results,NA,NA,5.1,NA,NA,NA
osijek_cup,Yunus Gündogdu,NA,NA,12.85,NA,NA,NA,NA,TUR,Rings Final Results,NA,NA,5.8,NA,NA,NA
osijek_cup,Jermain Grünberg,NA,NA,12.45,NA,NA,NA,NA,NLD,Rings Final Results,NA,NA,4.3,NA,NA,NA
osijek_cup,Roman Mamenov,NA,NA,12.3,NA,NA,NA,NA,KAZ,Rings Final Results,NA,NA,4.8,NA,NA,NA
osijek_cup,Szilard Zavory,NA,NA,12.2,NA,NA,NA,NA,HUN,Rings Final Results,NA,NA,4.9,NA,NA,NA
osijek_cup,Aurel Benovic,NA,NA,NA,14.85,NA,NA,NA,HRV,Vault Final Results,NA,NA,NA,5.6,NA,NA
osijek_cup,Pau Jimenez,NA,NA,NA,14.7,NA,NA,NA,ESP,Vault Final Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Kevin Penev,NA,NA,NA,14.4,NA,NA,NA,BGR,Vault Final Results,NA,NA,NA,5.4,NA,NA
osijek_cup,Daniel Trifonov,NA,NA,NA,14.3,NA,NA,NA,BGR,Vault Final Results,NA,NA,NA,4.8,NA,NA
osijek_cup,Unai Baigorri,NA,NA,NA,14.55,NA,NA,NA,ESP,Vault Final Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Enkhtuvshin Damdindorj,NA,NA,NA,13.95,NA,NA,NA,MNG,Vault Final Results,NA,NA,NA,4.8,NA,NA
osijek_cup,Dusan Djordjevic,NA,NA,NA,14.05,NA,NA,NA,SRB,Vault Final Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Luca Giubellini,NA,NA,NA,13.75,NA,NA,NA,CHE,Vault Final Results,NA,NA,NA,5.6,NA,NA
osijek_cup,Lukas Dauser,NA,NA,NA,NA,15.55,NA,NA,DEU,P-Bars Final Results,NA,NA,NA,NA,6.7,NA
osijek_cup,Illia Kovtun,NA,NA,NA,NA,15.35,NA,NA,UKR,P-Bars Final Results,NA,NA,NA,NA,6.9,NA
osijek_cup,Noe Seifert,NA,NA,NA,NA,14.6,NA,NA,CHE,P-Bars Final Results,NA,NA,NA,NA,6.3,NA
osijek_cup,Cameron Lynn,NA,NA,NA,NA,14,NA,NA,GBR,P-Bars Final Results,NA,NA,NA,NA,5.5,NA
osijek_cup,Daniel Carrion,NA,NA,NA,NA,13.75,NA,NA,ESP,P-Bars Final Results,NA,NA,NA,NA,5.3,NA
osijek_cup,Adam Tobin,NA,NA,NA,NA,13.7,NA,NA,GBR,P-Bars Final Results,NA,NA,NA,NA,5.5,NA
osijek_cup,Sercan Demir,NA,NA,NA,NA,13.5,NA,NA,TUR,P-Bars Final Results,NA,NA,NA,NA,5.9,NA
osijek_cup,Krisztofer Meszaros,NA,NA,NA,NA,12.65,NA,NA,HUN,P-Bars Final Results,NA,NA,NA,NA,5.9,NA
osijek_cup,Tang Chia-Hung,NA,NA,NA,NA,NA,15.35,NA,TWN,High Bar Final Results,NA,NA,NA,NA,NA,6.5
osijek_cup,Tin Srbic,NA,NA,NA,NA,NA,14.65,NA,HRV,High Bar Final Results,NA,NA,NA,NA,NA,6.1
osijek_cup,Alexander Myakinin,NA,NA,NA,NA,NA,14.5,NA,ISR,High Bar Final Results,NA,NA,NA,NA,NA,5.9
osijek_cup,Adam Tobin,NA,NA,NA,NA,NA,13.5,NA,GBR,High Bar Final Results,NA,NA,NA,NA,NA,5.5
osijek_cup,Cameron Lynn,NA,NA,NA,NA,NA,13.45,NA,GBR,High Bar Final Results,NA,NA,NA,NA,NA,5.4
osijek_cup,Taha Serhani,NA,NA,NA,NA,NA,13.4,NA,CHE,High Bar Final Results,NA,NA,NA,NA,NA,5.5
osijek_cup,Balazs Kiss,NA,NA,NA,NA,NA,13.35,NA,HUN,High Bar Final Results,NA,NA,NA,NA,NA,4.9
osijek_cup,Daniel Carrion,NA,NA,NA,NA,NA,13.15,NA,ESP,High Bar Final Results,NA,NA,NA,NA,NA,5
osijek_cup,Aurel Benovic,14.15,NA,NA,NA,NA,NA,NA,HRV,Floor Qualification Results,6.3,NA,NA,NA,NA,NA
osijek_cup,Krisztofer Meszaros,14.05,NA,NA,NA,NA,NA,NA,HUN,Floor Qualification Results,6.3,NA,NA,NA,NA,NA
osijek_cup,Illia Kovtun,13.85,NA,NA,NA,NA,NA,NA,UKR,Floor Qualification Results,5.9,NA,NA,NA,NA,NA
osijek_cup,Enkhtuvshin Damdindorj,13.7,NA,NA,NA,NA,NA,NA,MNG,Floor Qualification Results,5.5,NA,NA,NA,NA,NA
osijek_cup,Usukhbayar Erkhembayar,13.5,NA,NA,NA,NA,NA,NA,MNG,Floor Qualification Results,5.6,NA,NA,NA,NA,NA
osijek_cup,Ilyas Azizov,13.45,NA,NA,NA,NA,NA,NA,KAZ,Floor Qualification Results,5.8,NA,NA,NA,NA,NA
osijek_cup,Kevin Penev,13.4,NA,NA,NA,NA,NA,NA,BGR,Floor Qualification Results,6.1,NA,NA,NA,NA,NA
osijek_cup,Cameron Lynn,13.35,NA,NA,NA,NA,NA,NA,GBR,Floor Qualification Results,5.6,NA,NA,NA,NA,NA
osijek_cup,Anze Hribar,13.35,NA,NA,NA,NA,NA,NA,SVN,Floor Qualification Results,5.7,NA,NA,NA,NA,NA
osijek_cup,Taha Serhani,13.3,NA,NA,NA,NA,NA,NA,CHE,Floor Qualification Results,5.5,NA,NA,NA,NA,NA
osijek_cup,Pau Jimenez,13.25,NA,NA,NA,NA,NA,NA,ESP,Floor Qualification Results,5.4,NA,NA,NA,NA,NA
osijek_cup,Adam Tobin,13.1,NA,NA,NA,NA,NA,NA,GBR,Floor Qualification Results,5.5,NA,NA,NA,NA,NA
osijek_cup,Pascal Brendel,12.95,NA,NA,NA,NA,NA,NA,DEU,Floor Qualification Results,5.9,NA,NA,NA,NA,NA
osijek_cup,Unai Baigorri,12.8,NA,NA,NA,NA,NA,NA,ESP,Floor Qualification Results,4.9,NA,NA,NA,NA,NA
osijek_cup,Dusan Djordjevic,12.8,NA,NA,NA,NA,NA,NA,SRB,Floor Qualification Results,5.4,NA,NA,NA,NA,NA
osijek_cup,Adam Steele,12.8,NA,NA,NA,NA,NA,NA,IRL,Floor Qualification Results,5.5,NA,NA,NA,NA,NA
osijek_cup,Ahmet Burak Ekici,12.75,NA,NA,NA,NA,NA,NA,TUR,Floor Qualification Results,5.2,NA,NA,NA,NA,NA
osijek_cup,Sercan Demir,12.25,NA,NA,NA,NA,NA,NA,TUR,Floor Qualification Results,5.2,NA,NA,NA,NA,NA
osijek_cup,Teodor Trifonov,12,NA,NA,NA,NA,NA,NA,BGR,Floor Qualification Results,5.2,NA,NA,NA,NA,NA
osijek_cup,Volodymyr Otreshko,11.6,NA,NA,NA,NA,NA,NA,SVK,Floor Qualification Results,4.6,NA,NA,NA,NA,NA
osijek_cup,Luca Giubellini,11.6,NA,NA,NA,NA,NA,NA,CHE,Floor Qualification Results,5.9,NA,NA,NA,NA,NA
osijek_cup,Jermain Grünberg,11.5,NA,NA,NA,NA,NA,NA,NLD,Floor Qualification Results,5.3,NA,NA,NA,NA,NA
osijek_cup,Petar Vefic,11.4,NA,NA,NA,NA,NA,NA,SRB,Floor Qualification Results,5.2,NA,NA,NA,NA,NA
osijek_cup,Oliver Kasala,10.95,NA,NA,NA,NA,NA,NA,SVK,Floor Qualification Results,4.8,NA,NA,NA,NA,NA
osijek_cup,Roman Mamenov,10.4,NA,NA,NA,NA,NA,NA,KAZ,Floor Qualification Results,5,NA,NA,NA,NA,NA
osijek_cup,Marko Jovicic,10.3,NA,NA,NA,NA,NA,NA,HRV,Floor Qualification Results,4.4,NA,NA,NA,NA,NA
osijek_cup,Gregor Turk,10.2,NA,NA,NA,NA,NA,NA,SVN,Floor Qualification Results,4.8,NA,NA,NA,NA,NA
osijek_cup,Ilyas Azizov,NA,14.65,NA,NA,NA,NA,NA,KAZ,Pommels Qualification Results,NA,5.9,NA,NA,NA,NA
osijek_cup,Adam Tobin,NA,14.1,NA,NA,NA,NA,NA,GBR,Pommels Qualification Results,NA,5.8,NA,NA,NA,NA
osijek_cup,Marko Sambolec,NA,13.85,NA,NA,NA,NA,NA,HRV,Pommels Qualification Results,NA,5.7,NA,NA,NA,NA
osijek_cup,Adam Steele,NA,13.75,NA,NA,NA,NA,NA,IRL,Pommels Qualification Results,NA,5.3,NA,NA,NA,NA
osijek_cup,Unai Baigorri,NA,13.7,NA,NA,NA,NA,NA,ESP,Pommels Qualification Results,NA,5.1,NA,NA,NA,NA
osijek_cup,Ahmet Burak Ekici,NA,13.65,NA,NA,NA,NA,NA,TUR,Pommels Qualification Results,NA,5.5,NA,NA,NA,NA
osijek_cup,Kevin Buckley,NA,13.6,NA,NA,NA,NA,NA,SVN,Pommels Qualification Results,NA,5.1,NA,NA,NA,NA
osijek_cup,Filip Ude,NA,13.55,NA,NA,NA,NA,NA,HRV,Pommels Qualification Results,NA,5.9,NA,NA,NA,NA
osijek_cup,Cameron Lynn,NA,13.5,NA,NA,NA,NA,NA,GBR,Pommels Qualification Results,NA,5.7,NA,NA,NA,NA
osijek_cup,Daniel Carrion,NA,13.45,NA,NA,NA,NA,NA,ESP,Pommels Qualification Results,NA,5.2,NA,NA,NA,NA
osijek_cup,Krisztofer Meszaros,NA,13.45,NA,NA,NA,NA,NA,HUN,Pommels Qualification Results,NA,5.8,NA,NA,NA,NA
osijek_cup,Alexander Myakinin,NA,13.4,NA,NA,NA,NA,NA,ISR,Pommels Qualification Results,NA,5.7,NA,NA,NA,NA
osijek_cup,Gregor Rakovic,NA,13.35,NA,NA,NA,NA,NA,SVN,Pommels Qualification Results,NA,5.2,NA,NA,NA,NA
osijek_cup,Volodymyr Otreshko,NA,13.3,NA,NA,NA,NA,NA,SVK,Pommels Qualification Results,NA,5.4,NA,NA,NA,NA
osijek_cup,Kevin Penev,NA,13.2,NA,NA,NA,NA,NA,BGR,Pommels Qualification Results,NA,5.6,NA,NA,NA,NA
osijek_cup,Enkhtuvshin Damdindorj,NA,13.2,NA,NA,NA,NA,NA,MNG,Pommels Qualification Results,NA,5.7,NA,NA,NA,NA
osijek_cup,Balazs Kiss,NA,13.1,NA,NA,NA,NA,NA,HUN,Pommels Qualification Results,NA,5.2,NA,NA,NA,NA
osijek_cup,Illia Kovtun,NA,13.1,NA,NA,NA,NA,NA,UKR,Pommels Qualification Results,NA,6.4,NA,NA,NA,NA
osijek_cup,Noe Seifert,NA,12.9,NA,NA,NA,NA,NA,CHE,Pommels Qualification Results,NA,6.1,NA,NA,NA,NA
osijek_cup,Lukas Dauser,NA,12.8,NA,NA,NA,NA,NA,DEU,Pommels Qualification Results,NA,5.4,NA,NA,NA,NA
osijek_cup,Luca Giubellini,NA,12.7,NA,NA,NA,NA,NA,CHE,Pommels Qualification Results,NA,5.9,NA,NA,NA,NA
osijek_cup,Petar Vefic,NA,12.55,NA,NA,NA,NA,NA,SRB,Pommels Qualification Results,NA,4.2,NA,NA,NA,NA
osijek_cup,Oliver Kasala,NA,12.55,NA,NA,NA,NA,NA,SVK,Pommels Qualification Results,NA,4.8,NA,NA,NA,NA
osijek_cup,Rayan Radkov,NA,12.45,NA,NA,NA,NA,NA,BGR,Pommels Qualification Results,NA,5.8,NA,NA,NA,NA
osijek_cup,Pascal Brendel,NA,12.3,NA,NA,NA,NA,NA,DEU,Pommels Qualification Results,NA,5.3,NA,NA,NA,NA
osijek_cup,Daniel Fox,NA,12.1,NA,NA,NA,NA,NA,IRL,Pommels Qualification Results,NA,4.9,NA,NA,NA,NA
osijek_cup,Jermain Grünberg,NA,11.65,NA,NA,NA,NA,NA,NLD,Pommels Qualification Results,NA,4.6,NA,NA,NA,NA
osijek_cup,Umur Mehmet Filiz,NA,10.4,NA,NA,NA,NA,NA,TUR,Pommels Qualification Results,NA,4.3,NA,NA,NA,NA
osijek_cup,Petar Velickovic,NA,10.3,NA,NA,NA,NA,NA,SRB,Pommels Qualification Results,NA,4.4,NA,NA,NA,NA
osijek_cup,Alisher Toibazarov,NA,10.15,NA,NA,NA,NA,NA,KAZ,Pommels Qualification Results,NA,4.3,NA,NA,NA,NA
osijek_cup,Illia Kovtun,NA,NA,13.5,NA,NA,NA,NA,TUR,Rings Qualification Results,NA,NA,5.3,NA,NA,NA
osijek_cup,Szilard Zavory,NA,NA,13.05,NA,NA,NA,NA,HUN,Rings Qualification Results,NA,NA,4.9,NA,NA,NA
osijek_cup,Pau Jimenez,NA,NA,13.05,NA,NA,NA,NA,ESP,Rings Qualification Results,NA,NA,4.9,NA,NA,NA
osijek_cup,Jermain Grünberg,NA,NA,12.95,NA,NA,NA,NA,NLD,Rings Qualification Results,NA,NA,4.3,NA,NA,NA
osijek_cup,Balazs Kiss,NA,NA,12.9,NA,NA,NA,NA,HUN,Rings Qualification Results,NA,NA,5.1,NA,NA,NA
osijek_cup,Roman Mamenov,NA,NA,12.8,NA,NA,NA,NA,KAZ,Rings Qualification Results,NA,NA,4.8,NA,NA,NA
osijek_cup,Kevin Penev,NA,NA,12.8,NA,NA,NA,NA,BGR,Rings Qualification Results,NA,NA,5,NA,NA,NA
osijek_cup,Yunus Gündogdu,NA,NA,12.75,NA,NA,NA,NA,TUR,Rings Qualification Results,NA,NA,5.8,NA,NA,NA
osijek_cup,Kevin Buckley,NA,NA,12.6,NA,NA,NA,NA,SVN,Rings Qualification Results,NA,NA,4.3,NA,NA,NA
osijek_cup,Daniel Fox,NA,NA,12.6,NA,NA,NA,NA,IRL,Rings Qualification Results,NA,NA,5.1,NA,NA,NA
osijek_cup,Oliver Kasala,NA,NA,12.4,NA,NA,NA,NA,SVK,Rings Qualification Results,NA,NA,4.4,NA,NA,NA
osijek_cup,Noe Seifert,NA,NA,12.4,NA,NA,NA,NA,CHE,Rings Qualification Results,NA,NA,5.1,NA,NA,NA
osijek_cup,Marco Bencomo,NA,NA,12.35,NA,NA,NA,NA,ESP,Rings Qualification Results,NA,NA,4.7,NA,NA,NA
osijek_cup,Luka Bojanc,NA,NA,12.25,NA,NA,NA,NA,SVN,Rings Qualification Results,NA,NA,5.8,NA,NA,NA
osijek_cup,Teodor Trifonov,NA,NA,11.8,NA,NA,NA,NA,BGR,Rings Qualification Results,NA,NA,4.2,NA,NA,NA
osijek_cup,Sercan Demir,NA,NA,11.75,NA,NA,NA,NA,TUR,Rings Qualification Results,NA,NA,4.6,NA,NA,NA
osijek_cup,Srecko Stojadinovic,NA,NA,11.5,NA,NA,NA,NA,SRB,Rings Qualification Results,NA,NA,3.7,NA,NA,NA
osijek_cup,Alisher Toibazarov,NA,NA,11.4,NA,NA,NA,NA,KAZ,Rings Qualification Results,NA,NA,4.4,NA,NA,NA
osijek_cup,Volodymyr Otreshko,NA,NA,11.35,NA,NA,NA,NA,SVK,Rings Qualification Results,NA,NA,4.2,NA,NA,NA
osijek_cup,Aurel Benovic,NA,NA,NA,14.8,NA,NA,NA,HRV,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
osijek_cup,Pau Jimenez,NA,NA,NA,14.25,NA,NA,NA,ESP,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Kevin Penev,NA,NA,NA,14.15,NA,NA,NA,BGR,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Daniel Trifonov,NA,NA,NA,14.15,NA,NA,NA,BGR,Vault Qualification Results,NA,NA,NA,4.8,NA,NA
osijek_cup,Unai Baigorri,NA,NA,NA,14.25,NA,NA,NA,ESP,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Enkhtuvshin Damdindorj,NA,NA,NA,13.95,NA,NA,NA,MNG,Vault Qualification Results,NA,NA,NA,4.8,NA,NA
osijek_cup,Luca Giubellini,NA,NA,NA,14.45,NA,NA,NA,CHE,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
osijek_cup,Dusan Dordjevic,NA,NA,NA,14.2,NA,NA,NA,SRB,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Beno Kunst,NA,NA,NA,14.2,NA,NA,NA,SVN,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Yunus Gündogdu,NA,NA,NA,14.15,NA,NA,NA,TUR,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Usukhbayar Erkhembayar,NA,NA,NA,13.45,NA,NA,NA,MNG,Vault Qualification Results,NA,NA,NA,4.8,NA,NA
osijek_cup,Petar Vefic,NA,NA,NA,13.45,NA,NA,NA,SRB,Vault Qualification Results,NA,NA,NA,4.8,NA,NA
osijek_cup,Farukh Nabiyev,NA,NA,NA,13.9,NA,NA,NA,KAZ,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Roman Mamenov,NA,NA,NA,13.35,NA,NA,NA,KAZ,Vault Qualification Results,NA,NA,NA,5.2,NA,NA
osijek_cup,Szilard Zavory,NA,NA,NA,13.7,NA,NA,NA,HUN,Vault Qualification Results,NA,NA,NA,4.8,NA,NA
osijek_cup,Illia Kovtun,NA,NA,NA,14.45,NA,NA,NA,UKR,Vault Qualification Results,NA,NA,NA,5.6,NA,NA
osijek_cup,Umur Mehmet Filiz,NA,NA,NA,NA,NA,NA,NA,TUR,Vault Qualification Results,NA,NA,NA,NA,NA,NA
osijek_cup,Krisztofer Meszaros,NA,NA,NA,NA,14.7,NA,NA,HUN,P-Bars Qualification Results,NA,NA,NA,NA,6.2,NA
osijek_cup,Illia Kovtun,NA,NA,NA,NA,14.65,NA,NA,UKR,P-Bars Qualification Results,NA,NA,NA,NA,7,NA
osijek_cup,Lukas Dauser,NA,NA,NA,NA,14.6,NA,NA,DEU,P-Bars Qualification Results,NA,NA,NA,NA,6.6,NA
osijek_cup,Noe Seifert,NA,NA,NA,NA,14.45,NA,NA,CHE,P-Bars Qualification Results,NA,NA,NA,NA,6.1,NA
osijek_cup,Adam Tobin,NA,NA,NA,NA,14.05,NA,NA,GBR,P-Bars Qualification Results,NA,NA,NA,NA,5.5,NA
osijek_cup,Sercan Demir,NA,NA,NA,NA,14.05,NA,NA,TUR,P-Bars Qualification Results,NA,NA,NA,NA,5.9,NA
