MEET,    NAME,                     TEAM,  FX_D, FX,     PH_D, PH,     SR_D, SR,     VT1_D, VT1,    VT2_D, VT2,    VT,     PB_D, PB,     HB_D, HB
"eur_Q", "Kevin Buckley",          "SLO", NA,   NA,     4.7,  13.100, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Daniel Carrion",         "ESP", NA,   NA,     5.0,  13.100, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Apostolos Kanellos",     "GRE", NA,   NA,     5.1,  13.100, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Lorenzo Casali",         "ITA", NA,   NA,     4.7,  13.066, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Volodymyr Otreshko",     "SVK", NA,   NA,     5.7,  13.033, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "William Sundell",        "SWE", NA,   NA,     5.8,  13.033, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Sofus Heggemsnes",       "NOR", NA,   NA,     5.0,  13.000, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Alkinoos Graikos",       "GRE", NA,   NA,     5.5,  13.000, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Amine Abaidi",           "NDL", NA,   NA,     5.1,  12.966, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Pascal Brendel",         "GER", NA,   NA,     5.4,  12.966, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nicolas Ivkic",          "OST", NA,   NA,     4.3,  12.900, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nazar Chepurnyi",        "UKR", NA,   NA,     4.4,  12.900, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Matteo Levantesi",       "ITA", NA,   NA,     4.9,  12.900, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Mateo Zugec",            "CRO", NA,   NA,     5.8,  12.900, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Radomir Sliz",           "CZE", NA,   NA,     5.6,  12.866, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Oliver Kasala",          "SVK", NA,   NA,     4.7,  12.800, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Maxime Gentges",         "BEL", NA,   NA,     6.2,  12.800, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Razvan-Denis Marc",      "ROM", NA,   NA,     4.4,  12.766, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Tomas Kuzmickas",        "LIT", NA,   NA,     4.5,  12.733, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Krisztian Balazs",       "HUN", NA,   NA,     4.6,  12.733, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Mert Efe Kilicer",       "TUR", NA,   NA,     4.8,  12.700, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Noah Kuavita",           "BEL", NA,   NA,     5.1,  12.700, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Harald Wibye",           "NOR", NA,   NA,     4.2,  12.633, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Andreas Toba",           "GER", NA,   NA,     5.5,  12.600, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Artem Dologpyat",        "ISR", NA,   NA,     6.0,  12.600, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nils Dunkel",            "GER", NA,   NA,     6.3,  12.566, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Jose Nogueira",          "POR", NA,   NA,     3.9,  12.500, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Erik Baghdasaryan",      "ARM", NA,   NA,     4.0,  12.500, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Jermain Grünberg",       "NDL", NA,   NA,     4.6,  12.500, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Ilias Georgiou",         "CYP", NA,   NA,     5.1,  12.500, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Askhab Matiev",          "OST", NA,   NA,     4.4,  12.466, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Mehmet Ayberk Kosak",    "TUR", NA,   NA,     4.6,  12.466, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Valgard Reinhardsson",   "ICE", NA,   NA,     4.1,  12.400, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Pavel Titov",            "FIN", NA,   NA,     5.4,  12.400, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nicholas Tarca",         "ROM", NA,   NA,     6.2,  12.400, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Courtney Tulloch",       "GBR", NA,   NA,     4.6,  12.366, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Joel Plata",             "ESP", NA,   NA,     5.2,  12.366, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Kacper Garnczarek",      "POL", NA,   NA,     5.3,  12.366, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Daniel Radovesnicky",    "CZE", NA,   NA,     4.1,  12.333, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Daniel Fox",             "IRE", NA,   NA,     4.4,  12.333, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Paul Schmölzer",         "OST", NA,   NA,     4.6,  12.333, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Luka van den Keybus",    "BEL", NA,   NA,     5.3,  12.266, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Ricardo Rudy",           "OST", NA,   NA,     4.8,  12.233, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Guilherme Campos",       "POR", NA,   NA,     3.8,  12.133, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Murad Agharzayev",       "AZE", NA,   NA,     4.4,  12.133, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Christian Baumann",      "SWI", NA,   NA,     5.0,  12.133, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Yordan Aleksandrov",     "BUL", NA,   NA,     4.4,  12.033, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Georgios Angonas",       "CYP", NA,   NA,     3.4,  11.966, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Adem Asil",              "TUR", NA,   NA,     4.0,  11.966, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Rasul Ahmadzada",        "AZE", NA,   NA,     5.2,  11.966, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Emre Dodanli",           "TUR", NA,   NA,     4.1,  11.900, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Robert Kirmes",          "FIN", NA,   NA,     5.4,  11.800, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Bozhidar Zlatanov",      "BUL", NA,   NA,     4.1,  11.733, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Toma Modoianu-Zseder",   "ROM", NA,   NA,     4.2,  11.700, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Botond Molnar",          "HUN", NA,   NA,     5.1,  11.633, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Jim Zona",               "FRA", NA,   NA,     4.5,  11.600, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Milan Hosseini",         "GER", NA,   NA,     5.3,  11.600, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Marcus Stenberg",        "SWE", NA,   NA,     4.0,  11.533, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Luis Il-Sung Melander",  "SWE", NA,   NA,     4.6,  11.533, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Petar Vefic",            "SRB", NA,   NA,     4.2,  11.466, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Joakim Lenberg",         "SWE", NA,   NA,     4.7,  11.433, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "David Rumbutis",         "SWE", NA,   NA,     5.6,  11.400, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Atli Valgeirsson",       "ICE", NA,   NA,     4.0,  11.033, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Benedek Tomcsanyi",      "HUN", NA,   NA,     5.5,  10.966, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Michalis Chari",         "CYP", NA,   NA,     3.7,  10.933, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Peder Skogvang",         "NOR", NA,   NA,     4.3,  10.900, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Miroslav Durak",         "CZE", NA,   NA,     4.0,  10.866, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Sebastian Gawronski",    "POL", NA,   NA,     4.2,  10.833, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nicola Cuyle",           "BEL", NA,   NA,     5.4,  10.833, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Daniel Bago",            "CZE", NA,   NA,     3.9,  10.666, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Joar Amblie",            "NOR", NA,   NA,     3.5,  10.633, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Bernardo Almeida",       "POR", NA,   NA,     3.7,  10.533, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Dominick Cunningham",    "IRE", NA,   NA,     4.0,  10.500, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Victor Martinez",        "BEL", NA,   NA,     4.7,  10.333, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Joe Fraser",             "GBR", NA,   NA,     5.2,  10.000, NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Daniel Trifonov",        "BUL", NA,   NA,     4.0,  9.766,  NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Akseli Karsikas",        "FIN", NA,   NA,     3.6,  9.266,  NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Martin Gudmundsson",     "ICE", NA,   NA,     3.4,  9.100,  NA,   NA,     NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Eleftherios Petrounias", "GRE", NA,   NA,     NA,   NA,     6.3,  14.966, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Adem Asil",              "TUR", NA,   NA,     NA,   NA,     6.3,  14.933, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Vinzenz Höck",           "OST", NA,   NA,     NA,   NA,     6.1,  14.900, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Salvatore Maresca",      "ITA", NA,   NA,     NA,   NA,     6.2,  14.766, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Courtney Tulloch",       "GBR", NA,   NA,     NA,   NA,     6.0,  14.700, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Ibrahim Colak",          "TUR", NA,   NA,     NA,   NA,     5.9,  14.666, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Artur Avetisyan",        "ARM", NA,   NA,     NA,   NA,     6.1,  14.633, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nikita Simonov",         "AZE", NA,   NA,     NA,   NA,     6.2,  14.633, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Marco Lodadio",          "ITA", NA,   NA,     NA,   NA,     6.2,  14.600, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Glen Cuyle",             "BEL", NA,   NA,     NA,   NA,     6.2,  14.500, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Mehmet Ayberk Kosak",    "TUR", NA,   NA,     NA,   NA,     6.0,  14.466, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Igor Radivilov",         "UKR", NA,   NA,     NA,   NA,     6.0,  14.433, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Harry Hepworth",         "GBR", NA,   NA,     NA,   NA,     5.8,  14.400, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Oleg Verniaiev",         "UKR", NA,   NA,     NA,   NA,     5.5,  14.033, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Andreas Toba",           "GER", NA,   NA,     NA,   NA,     5.5,  13.833, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nestor Abad",            "ESP", NA,   NA,     NA,   NA,     5.2,  13.800, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Yumin Abbadini",         "ITA", NA,   NA,     NA,   NA,     5.0,  13.700, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Lorenzo Casali",         "ITA", NA,   NA,     NA,   NA,     5.2,  13.666, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Léo Saladino",           "FRA", NA,   NA,     NA,   NA,     5.1,  13.633, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Matteo Levantesi",       "ITA", NA,   NA,     NA,   NA,     5.1,  13.600, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Uri Zeidel",             "ISR", NA,   NA,     NA,   NA,     5.1,  13.566, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Joe Fraser",             "GBR", NA,   NA,     NA,   NA,     5.3,  13.566, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Luis Il-Sung Melander",  "SWE", NA,   NA,     NA,   NA,     5.8,  13.566, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Ilias Georgiou",         "CYP", NA,   NA,     NA,   NA,     4.7,  13.500, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Robert Kirmes",          "FIN", NA,   NA,     NA,   NA,     5.2,  13.500, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Casimir Schmidt",        "NDL", NA,   NA,     NA,   NA,     5.5,  13.500, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Kerem Sener",            "TUR", NA,   NA,     NA,   NA,     5.2,  13.466, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Illia Kovtun",           "UKR", NA,   NA,     NA,   NA,     5.3,  13.466, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Pavel Gulidov",          "ISR", NA,   NA,     NA,   NA,     5.5,  13.433, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Levan Skhiladze",        "GEO", NA,   NA,     NA,   NA,     4.8,  13.400, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Matteo Giubellini",      "SWI", NA,   NA,     NA,   NA,     4.8,  13.400, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Carlo Hörr",             "GER", NA,   NA,     NA,   NA,     5.0,  13.400, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Christian Baumann",      "SWI", NA,   NA,     NA,   NA,     5.3,  13.400, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Toma Modoianu-Zseder",   "ROM", NA,   NA,     NA,   NA,     5.4,  13.400, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Krisztofer Meszaros",    "HUN", NA,   NA,     NA,   NA,     5.0,  13.366, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "David Rumbutis",         "SWE", NA,   NA,     NA,   NA,     5.0,  13.366, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nils Dunkel",            "GER", NA,   NA,     NA,   NA,     5.5,  13.366, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Joel Plata",             "ESP", NA,   NA,     NA,   NA,     5.0,  13.333, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Niklas Syverhuset",      "NOR", NA,   NA,     NA,   NA,     5.0,  13.333, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Sokratis Pilakouris",    "CYP", NA,   NA,     NA,   NA,     5.5,  13.333, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Sofus Heggemsnes",       "NOR", NA,   NA,     NA,   NA,     4.6,  13.266, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Akseli Karsikas",        "FIN", NA,   NA,     NA,   NA,     4.7,  13.266, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nicolau Mir",            "ESP", NA,   NA,     NA,   NA,     4.9,  13.266, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Benedek Tomcsanyi",      "HUN", NA,   NA,     NA,   NA,     5.0,  13.266, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Marios Georgiou",        "CYP", NA,   NA,     NA,   NA,     4.8,  13.233, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Rick Jacobs",            "NDL", NA,   NA,     NA,   NA,     4.9,  13.233, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Oskar Kirmes",           "FIN", NA,   NA,     NA,   NA,     4.7,  13.200, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Erik Baghdasaryan",      "ARM", NA,   NA,     NA,   NA,     4.3,  13.166, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Bozhidar Zlatanov",      "BUL", NA,   NA,     NA,   NA,     4.4,  13.166, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Botond Molnar",          "HUN", NA,   NA,     NA,   NA,     4.4,  13.166, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Daniel Fox",             "IRE", NA,   NA,     NA,   NA,     5.1,  13.166, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Jake Jarman",            "GBR", NA,   NA,     NA,   NA,     4.4,  13.133, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Cameron-Lie Bernard",    "FRA", NA,   NA,     NA,   NA,     5.0,  13.133, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Noe Seifert",            "SWI", NA,   NA,     NA,   NA,     5.0,  13.133, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Ivan Tikhonov",          "AZE", NA,   NA,     NA,   NA,     5.1,  13.133, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Jim Zona",               "FRA", NA,   NA,     NA,   NA,     4.7,  13.100, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Krisztian Balazs",       "HUN", NA,   NA,     NA,   NA,     4.7,  13.066, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Elias Koski",            "FIN", NA,   NA,     NA,   NA,     4.9,  13.066, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Marcus Stenberg",        "SWE", NA,   NA,     NA,   NA,     5.0,  13.066, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Artem Dolgopyat",        "ISR", NA,   NA,     NA,   NA,     4.5,  13.033, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Radomyr Stelmakh",       "UKR", NA,   NA,     NA,   NA,     4.6,  13.033, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Loran de Munck",         "NDL", NA,   NA,     NA,   NA,     4.7,  13.033, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Maxime Gentges",         "BEL", NA,   NA,     NA,   NA,     4.8,  13.000, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Yordan Aleksandrov",     "BUL", NA,   NA,     NA,   NA,     4.5,  12.966, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Thierno Diallo",         "ESP", NA,   NA,     NA,   NA,     4.7,  12.966, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Jermain Grünberg",       "NDL", NA,   NA,     NA,   NA,     4.3,  12.933, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Guilherme Campos",       "POR", NA,   NA,     NA,   NA,     4.2,  12.900, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Luka van den Keybus",    "BEL", NA,   NA,     NA,   NA,     4.3,  12.900, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Peder Skogvang",         "NOR", NA,   NA,     NA,   NA,     4.4,  12.900, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Sebastian Gawronski",    "POL", NA,   NA,     NA,   NA,     5.0,  12.900, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Luka Bojanc",            "SLO", NA,   NA,     NA,   NA,     5.4,  12.900, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Szilard Zavory",         "HUN", NA,   NA,     NA,   NA,     4.8,  12.866, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Christos Tsingelidis",   "GRE", NA,   NA,     NA,   NA,     5.5,  12.866, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Harald Wibye",           "NOR", NA,   NA,     NA,   NA,     4.3,  12.800, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nikolaos Iliopoulos",    "GRE", NA,   NA,     NA,   NA,     4.7,  12.766, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Gytis Chasazyrovas",     "LIT", NA,   NA,     NA,   NA,     4.7,  12.766, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Michalis Chari",         "CYP", NA,   NA,     NA,   NA,     4.6,  12.733, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Petar Vefic",            "SRB", NA,   NA,     NA,   NA,     4.1,  12.700, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Kevin Buckley",          "SLO", NA,   NA,     NA,   NA,     4.3,  12.666, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Agust Davidsson",        "ICE", NA,   NA,     NA,   NA,     4.4,  12.633, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Ilia Liubimov",          "ISR", NA,   NA,     NA,   NA,     4.1,  12.600, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Axel Breche",            "FRA", NA,   NA,     NA,   NA,     4.5,  12.600, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Valgard Reinhardsson",   "ICE", NA,   NA,     NA,   NA,     4.3,  12.566, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Martin Pospisil",        "CZE", NA,   NA,     NA,   NA,     3.8,  12.500, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Daniel Radovesnicky",    "CZE", NA,   NA,     NA,   NA,     3.9,  12.500, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Gagik Khachikyan",       "ARM", NA,   NA,     NA,   NA,     4.0,  12.466, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Ricardo Rudy",           "OST", NA,   NA,     NA,   NA,     4.3,  12.466, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
"eur_Q", "Nicolas Ivkic",          "OST", NA,   NA,     NA,   NA,     4.5,  12.466, NA,    NA,     NA,    NA,     NA,     NA,   NA,     NA,   NA
