team,names,total
V6135,NA,253.78333333333333
V6484,NA,253.78333333333333
V8148,NA,253.78333333333333
V9360,NA,253.78333333333333
V9650,NA,253.78333333333333
V11566,NA,253.775
V1294,NA,253.775
V1315,NA,253.775
V1320,NA,253.775
V1324,NA,253.775
V2174,NA,253.775
V2175,NA,253.775
V2176,NA,253.775
V2508,NA,253.775
V3553,NA,253.775
V4930,NA,253.775
V5173,NA,253.775
V5174,NA,253.775
V5175,NA,253.775
V7074,NA,253.775
V7097,NA,253.775
V8323,NA,253.775
V8488,NA,253.775
V9852,NA,253.775
V4637,NA,253.775
V5132,NA,253.775
V2426,NA,253.77083333333337
V4483,NA,253.77083333333337
V8038,NA,253.77083333333337
V1377,NA,253.7625
V1378,NA,253.7625
V1379,NA,253.7625
V1380,NA,253.7625
V3181,NA,253.7625
V3551,NA,253.7625
V7230,NA,253.7625
V1000,NA,253.7625
V1001,NA,253.7625
V11592,NA,253.7625
V11637,NA,253.7625
V11726,NA,253.7625
V1583,NA,253.7625
V1588,NA,253.7625
V1592,NA,253.7625
V2085,NA,253.7625
V2808,NA,253.7625
V2917,NA,253.7625
V3025,NA,253.7625
V3087,NA,253.7625
V3303,NA,253.7625
V4274,NA,253.7625
V4421,NA,253.7625
V4728,NA,253.7625
V4859,NA,253.7625
V5679,NA,253.7625
V5950,NA,253.7625
V5951,NA,253.7625
V5952,NA,253.7625
V7232,NA,253.7625
V7242,NA,253.7625
V7243,NA,253.7625
V7244,NA,253.7625
V7416,NA,253.7625
V7510,NA,253.7625
V8097,NA,253.7625
V9416,NA,253.7625
V9441,NA,253.7625
V998,NA,253.7625
V999,NA,253.7625
V10014,NA,253.75833333333333
V10360,NA,253.75833333333333
V4928,NA,253.75833333333333
V7801,NA,253.75833333333333
V7890,NA,253.75833333333333
V12567,NA,253.75
V2275,NA,253.75
V2280,NA,253.75
V2284,NA,253.75
V2439,NA,253.75
V2658,NA,253.75
V4367,NA,253.75
V5587,NA,253.75
V6079,NA,253.75
V6231,NA,253.75
V7731,NA,253.75
V7992,NA,253.75
V9942,NA,253.75
V2973,NA,253.74583333333337
V6051,NA,253.74583333333337
V9549,NA,253.74583333333337
V10157,NA,253.7375
V11352,NA,253.7375
V1360,NA,253.7375
V1434,NA,253.7375
V1558,NA,253.7375
V1937,NA,253.7375
V9818,NA,253.7375
V7584,NA,253.7375
V8761,NA,253.7375
V11213,NA,253.73333333333335
V2632,NA,253.73333333333335
V2789,NA,253.73333333333335
V709,NA,253.73333333333335
V715,NA,253.73333333333335
V720,NA,253.73333333333335
V724,NA,253.73333333333335
V7326,NA,253.73333333333335
V8103,NA,253.73333333333335
V9576,NA,253.73333333333332
V4472,NA,253.725
V5231,NA,253.725
V6002,NA,253.725
V11513,NA,253.725
V2229,NA,253.725
V2239,NA,253.725
V2639,NA,253.725
V2644,NA,253.725
V2648,NA,253.725
V2803,NA,253.725
V2873,NA,253.725
V4425,NA,253.725
V5149,NA,253.725
V6968,NA,253.725
V7005,NA,253.725
V7047,NA,253.725
V7628,NA,253.725
V8095,NA,253.725
V8524,NA,253.725
V11521,NA,253.7125
V3159,NA,253.7125
V4907,NA,253.7125
V4917,NA,253.7125
V4918,NA,253.7125
V4919,NA,253.7125
V5049,NA,253.7125
V5330,NA,253.7125
V5448,NA,253.7125
V12728,NA,253.7125
V1821,NA,253.7125
V1826,NA,253.7125
V1830,NA,253.7125
V4688,NA,253.7125
V4691,NA,253.7125
V4692,NA,253.7125
V4693,NA,253.7125
V2130,NA,253.70833333333337
V2135,NA,253.70833333333337
V2139,NA,253.70833333333337
V4413,NA,253.70833333333337
V4419,NA,253.70833333333337
V4424,NA,253.70833333333337
V4428,NA,253.70833333333337
V7618,NA,253.70833333333331
V7055,NA,253.7
V8432,NA,253.7
V10344,NA,253.7
V1363,NA,253.7
V1797,NA,253.7
V3074,NA,253.7
V4297,NA,253.7
V5134,NA,253.7
V5456,NA,253.7
V6020,NA,253.7
V8008,NA,253.7
V11250,NA,253.69583333333333
V11565,NA,253.69583333333333
V2584,NA,253.69583333333333
V5031,NA,253.69583333333333
V5169,NA,253.69583333333333
V8626,NA,253.69583333333333
V10493,NA,253.6875
V11151,NA,253.6875
V11535,NA,253.6875
V12522,NA,253.6875
V13529,NA,253.6875
V1869,NA,253.6875
V2240,NA,253.6875
V2241,NA,253.6875
V2242,NA,253.6875
V2324,NA,253.6875
V2801,NA,253.6875
V2806,NA,253.6875
V2810,NA,253.6875
V4252,NA,253.6875
V4713,NA,253.6875
V5812,NA,253.6875
V7088,NA,253.6875
V7095,NA,253.6875
V7686,NA,253.6875
V7755,NA,253.6875
V7329,NA,253.68333333333337
V7530,NA,253.68333333333337
V9504,NA,253.68333333333337
V1105,NA,253.675
V1106,NA,253.675
V1107,NA,253.675
V11169,NA,253.675
V2369,NA,253.675
V2656,NA,253.675
V3092,NA,253.675
V3096,NA,253.675
V4430,NA,253.675
V4880,NA,253.675
V4885,NA,253.675
V4889,NA,253.675
V5044,NA,253.675
V5192,NA,253.675
V5197,NA,253.675
V5201,NA,253.675
V5493,NA,253.675
V5693,NA,253.675
V5781,NA,253.675
V5782,NA,253.675
V5783,NA,253.675
V7954,NA,253.675
V8388,NA,253.675
V8481,NA,253.675
V3034,NA,253.675
V8670,NA,253.675
V5644,NA,253.67083333333335
V7003,NA,253.67083333333335
V7382,NA,253.67083333333335
V7784,NA,253.67083333333335
V2604,NA,253.6625
V2605,NA,253.6625
V2606,NA,253.6625
V2972,NA,253.6625
V3170,NA,253.6625
V5597,NA,253.6625
V10167,NA,253.6625
V10168,NA,253.6625
V10169,NA,253.6625
V3379,NA,253.6625
V6277,NA,253.6625
V6983,NA,253.6625
V7418,NA,253.6625
V7800,NA,253.6625
V8050,NA,253.6625
V9352,NA,253.6625
V9488,NA,253.6625
V7540,NA,253.65833333333333
V7674,NA,253.65833333333333
V7830,NA,253.65833333333333
V1212,NA,253.65
V1215,NA,253.65
V1216,NA,253.65
V1217,NA,253.65
V1369,NA,253.65
V2096,NA,253.65
V2097,NA,253.65
V2098,NA,253.65
V2674,NA,253.65
V3954,NA,253.65
V3955,NA,253.65
V3956,NA,253.65
V3976,NA,253.65
V3977,NA,253.65
V3982,NA,253.65
V5315,NA,253.65
V5937,NA,253.65
V5940,NA,253.65
V5941,NA,253.65
V5942,NA,253.65
V9984,NA,253.65
V13663,NA,253.65
V1799,NA,253.65
V4354,NA,253.65
V4375,NA,253.65
V4380,NA,253.65
V4384,NA,253.65
V10198,NA,253.6375
V2957,NA,253.6375
V4469,NA,253.6375
V6004,NA,253.6375
V10146,NA,253.6375
V1752,NA,253.6375
V1969,NA,253.6375
V7332,NA,253.6375
V7621,NA,253.6375
V7644,NA,253.6375
V7985,NA,253.6375
V9481,NA,253.6375
V9578,NA,253.6375
V13527,NA,253.63333333333333
V3036,NA,253.63333333333333
V6316,NA,253.63333333333333
V7109,NA,253.63333333333333
V8540,NA,253.63333333333333
V9649,NA,253.63333333333333
V10153,NA,253.625
V12512,NA,253.625
V2201,NA,253.625
V3307,NA,253.625
V3312,NA,253.625
V3316,NA,253.625
V4929,NA,253.625
V5122,NA,253.625
V7607,NA,253.625
V13572,NA,253.62083333333337
V2425,NA,253.62083333333337
V3302,NA,253.62083333333337
V5810,NA,253.62083333333337
V5978,NA,253.62083333333337
V1460,NA,253.6125
V4174,NA,253.6125
V4179,NA,253.6125
V4183,NA,253.6125
V4318,NA,253.6125
V4323,NA,253.6125
V4327,NA,253.6125
V4420,NA,253.6125
V5678,NA,253.6125
V5855,NA,253.6125
V7098,NA,253.6125
V7099,NA,253.6125
V7100,NA,253.6125
V7273,NA,253.6125
V8360,NA,253.6125
V9780,NA,253.6125
V1818,NA,253.6125
V1823,NA,253.6125
V1827,NA,253.6125
V9464,NA,253.6125
V10013,NA,253.60833333333335
V7756,NA,253.60833333333332
V11511,NA,253.6
V2591,NA,253.6
V2594,NA,253.6
V2595,NA,253.6
V2596,NA,253.6
V3213,NA,253.6
V7057,NA,253.6
V7060,NA,253.6
V7061,NA,253.6
V7062,NA,253.6
V7228,NA,253.6
V8486,NA,253.6
V11227,NA,253.6
V1774,NA,253.6
V3382,NA,253.6
V3589,NA,253.6
V4257,NA,253.6
V4261,NA,253.6
V4597,NA,253.6
V4600,NA,253.6
V4601,NA,253.6
V4602,NA,253.6
V5153,NA,253.6
V5223,NA,253.6
V5735,NA,253.6
V6230,NA,253.6
V7026,NA,253.6
V7031,NA,253.6
V7035,NA,253.6
V7186,NA,253.6
V8040,NA,253.6
V9376,NA,253.6
V9941,NA,253.6
V6018,NA,253.59583333333333
V7219,NA,253.59583333333333
V11351,NA,253.5875
V1358,NA,253.5875
V1433,NA,253.5875
V4872,NA,253.5875
V6286,NA,253.5875
V6287,NA,253.5875
V6288,NA,253.5875
V6289,NA,253.5875
V6964,NA,253.5875
V7080,NA,253.5875
V7522,NA,253.5875
V9846,NA,253.5875
V2020,NA,253.5875
V7583,NA,253.5875
V11212,NA,253.58333333333337
V2268,NA,253.58333333333337
V2274,NA,253.58333333333337
V2279,NA,253.58333333333337
V2283,NA,253.58333333333337
V2572,NA,253.58333333333337
V1413,NA,253.575
V1414,NA,253.575
V1415,NA,253.575
V3168,NA,253.575
V5415,NA,253.575
V7117,NA,253.575
V7122,NA,253.575
V7126,NA,253.575
V2872,NA,253.575
V3469,NA,253.575
V4149,NA,253.575
V4412,NA,253.575
V4622,NA,253.575
V7004,NA,253.575
V8060,NA,253.575
V8523,NA,253.575
V9437,NA,253.575
V9553,NA,253.575
V9917,NA,253.575
V10580,NA,253.57083333333333
V6063,NA,253.57083333333333
V11520,NA,253.5625
V12727,NA,253.5625
V13504,NA,253.5625
V1674,NA,253.5625
V1679,NA,253.5625
V1683,NA,253.5625
V1820,NA,253.5625
V1825,NA,253.5625
V1829,NA,253.5625
V2086,NA,253.5625
V2087,NA,253.5625
V2088,NA,253.5625
V2292,NA,253.5625
V3158,NA,253.5625
V4243,NA,253.5625
V4244,NA,253.5625
V4245,NA,253.5625
V5224,NA,253.5625
V5225,NA,253.5625
V5226,NA,253.5625
V5329,NA,253.5625
V5447,NA,253.5625
V6091,NA,253.5625
V6329,NA,253.5625
V7341,NA,253.5625
V7342,NA,253.5625
V7343,NA,253.5625
V7344,NA,253.5625
V7384,NA,253.5625
V7518,NA,253.5625
V7590,NA,253.5625
V7728,NA,253.5625
V7684,NA,253.55833333333337
V10343,NA,253.55
V1233,NA,253.55
V13739,NA,253.55
V1757,NA,253.55
V1761,NA,253.55
V1973,NA,253.55
V1974,NA,253.55
V1975,NA,253.55
V3073,NA,253.55
V3586,NA,253.55
V4972,NA,253.55
V5407,NA,253.55
V5779,NA,253.55
V6019,NA,253.55
V8007,NA,253.55
V8345,NA,253.55
V11564,NA,253.54583333333335
V12566,NA,253.54583333333335
V2672,NA,253.54583333333335
V2924,NA,253.54583333333335
V5030,NA,253.54583333333335
V9923,NA,253.54583333333335
V10211,NA,253.5375
V5663,NA,253.5375
V5811,NA,253.5375
V717,NA,253.5375
V722,NA,253.5375
V726,NA,253.5375
V10257,NA,253.5375
V10492,NA,253.5375
V11159,NA,253.5375
V12521,NA,253.5375
V12536,NA,253.5375
V12569,NA,253.5375
V13528,NA,253.5375
V2310,NA,253.5375
V4803,NA,253.5375
V4804,NA,253.5375
V4805,NA,253.5375
V4834,NA,253.5375
V6273,NA,253.5375
V6614,NA,253.5375
V676,NA,253.5375
V682,NA,253.5375
V7685,NA,253.5375
V8092,NA,253.5375
V9805,NA,253.5375
V1014,NA,253.525
V1015,NA,253.525
V1016,NA,253.525
V11168,NA,253.525
V3172,NA,253.525
V3182,NA,253.525
V3183,NA,253.525
V3184,NA,253.525
V3391,NA,253.525
V3392,NA,253.525
V3393,NA,253.525
V3394,NA,253.525
V3466,NA,253.525
V4429,NA,253.525
V5191,NA,253.525
V5196,NA,253.525
V5200,NA,253.525
V5246,NA,253.525
V7171,NA,253.525
V8478,NA,253.525
V8628,NA,253.525
V4272,NA,253.525
V4275,NA,253.525
V4276,NA,253.525
V4277,NA,253.525
V6364,NA,253.525
V8838,NA,253.525
V9450,NA,253.525
V2638,NA,253.52083333333337
V2643,NA,253.52083333333337
V2647,NA,253.52083333333337
V6271,NA,253.52083333333337
V9969,NA,253.52083333333337
V7417,NA,253.52083333333331
V6005,NA,253.5125
V6006,NA,253.5125
V6007,NA,253.5125
V7078,NA,253.5125
V7146,NA,253.5125
V7149,NA,253.5125
V7150,NA,253.5125
V7151,NA,253.5125
V1837,NA,253.5125
V1840,NA,253.5125
V1841,NA,253.5125
V1842,NA,253.5125
V1926,NA,253.5125
V3378,NA,253.5125
V5726,NA,253.5125
V5962,NA,253.5125
V6987,NA,253.5125
V7286,NA,253.5125
V7506,NA,253.5125
V7650,NA,253.5125
V7655,NA,253.5125
V7659,NA,253.5125
V8049,NA,253.5125
V9351,NA,253.5125
V9828,NA,253.5125
V10865,NA,253.50833333333333
V11146,NA,253.50833333333333
V11184,NA,253.50833333333333
V5677,NA,253.50833333333333
V6142,NA,253.50833333333333
V7829,NA,253.50833333333333
V9858,NA,253.50833333333333
V10136,NA,253.5
V11138,NA,253.5
V13662,NA,253.5
V1367,NA,253.5
V1391,NA,253.5
V1574,NA,253.5
V1575,NA,253.5
V1576,NA,253.5
V2673,NA,253.5
V3042,NA,253.5
V3043,NA,253.5
V3044,NA,253.5
V3045,NA,253.5
V3099,NA,253.5
V5135,NA,253.5
V5136,NA,253.5
V5137,NA,253.5
V5314,NA,253.5
V5794,NA,253.5
V7617,NA,253.5
V7981,NA,253.5
V9330,NA,253.5
V12857,NA,253.49583333333337
V2577,NA,253.49583333333337
V2581,NA,253.49583333333337
V3018,NA,253.49583333333337
V6481,NA,253.49583333333337
V8925,NA,253.49583333333337
V9350,NA,253.49583333333337
V10145,NA,253.4875
V10197,NA,253.4875
V10201,NA,253.4875
V1021,NA,253.4875
V1022,NA,253.4875
V1027,NA,253.4875
V1665,NA,253.4875
V1666,NA,253.4875
V1667,NA,253.4875
V1968,NA,253.4875
V2227,NA,253.4875
V2230,NA,253.4875
V2231,NA,253.4875
V2232,NA,253.4875
V2381,NA,253.4875
V2546,NA,253.4875
V4468,NA,253.4875
V5233,NA,253.4875
V5749,NA,253.4875
V6041,NA,253.4875
V6046,NA,253.4875
V6050,NA,253.4875
V6966,NA,253.4875
V6969,NA,253.4875
V6970,NA,253.4875
V6971,NA,253.4875
V7643,NA,253.4875
V7676,NA,253.4875
V8051,NA,253.4875
V9451,NA,253.4875
V9452,NA,253.4875
V9453,NA,253.4875
V9577,NA,253.4875
V2807,NA,253.48333333333335
V5280,NA,253.48333333333335
V759,NA,253.48333333333335
V7018,NA,253.48333333333332
V7024,NA,253.48333333333332
V7029,NA,253.48333333333332
V7033,NA,253.48333333333332
V12511,NA,253.475
V2108,NA,253.475
V2294,NA,253.475
V5505,NA,253.475
V6228,NA,253.475
V7956,NA,253.475
V7971,NA,253.475
V10656,NA,253.47083333333333
V2432,NA,253.47083333333333
V10309,NA,253.4625
V11576,NA,253.4625
V11858,NA,253.4625
V1459,NA,253.4625
V2616,NA,253.4625
V2745,NA,253.4625
V4788,NA,253.4625
V4789,NA,253.4625
V4790,NA,253.4625
V5416,NA,253.4625
V5491,NA,253.4625
V5569,NA,253.4625
V5661,NA,253.4625
V609,NA,253.4625
V610,NA,253.4625
V611,NA,253.4625
V631,NA,253.4625
V632,NA,253.4625
V637,NA,253.4625
V7272,NA,253.4625
V7276,NA,253.4625
V8359,NA,253.4625
V1249,NA,253.4625
V1250,NA,253.4625
V1251,NA,253.4625
V9463,NA,253.4625
V12592,NA,253.45833333333337
V2929,NA,253.45833333333337
V2933,NA,253.45833333333337
V3223,NA,253.45833333333337
V5262,NA,253.45833333333337
V11510,NA,253.45
V3212,NA,253.45
V10266,NA,253.45
V3588,NA,253.45
V5123,NA,253.45
V5124,NA,253.45
V5125,NA,253.45
V5869,NA,253.45
V6086,NA,253.45
V7025,NA,253.45
V7030,NA,253.45
V7034,NA,253.45
V7733,NA,253.45
V8039,NA,253.45
V10307,NA,253.44583333333333
V2802,NA,253.44583333333333
V3689,NA,253.44583333333333
V5777,NA,253.44583333333333
V7193,NA,253.44583333333333
V12577,NA,253.4375
V12859,NA,253.4375
V13571,NA,253.4375
V2019,NA,253.4375
V2295,NA,253.4375
V2296,NA,253.4375
V2297,NA,253.4375
V5336,NA,253.4375
V5341,NA,253.4375
V5345,NA,253.4375
V5500,NA,253.4375
V5598,NA,253.4375
V5599,NA,253.4375
V5600,NA,253.4375
V5736,NA,253.4375
V5737,NA,253.4375
V5738,NA,253.4375
V6941,NA,253.4375
V7741,NA,253.4375
V9813,NA,253.4375
V9845,NA,253.4375
V10446,NA,253.43333333333337
V2308,NA,253.43333333333337
V3432,NA,253.43333333333337
V5446,NA,253.43333333333337
V9559,NA,253.43333333333337
V10582,NA,253.425
V3468,NA,253.425
V5414,NA,253.425
V5417,NA,253.425
V5418,NA,253.425
V5419,NA,253.425
V5497,NA,253.425
V5502,NA,253.425
V5506,NA,253.425
V6276,NA,253.425
V677,NA,253.425
V6989,NA,253.425
V7116,NA,253.425
V7121,NA,253.425
V7125,NA,253.425
V8625,NA,253.425
V8835,NA,253.425
V2732,NA,253.42083333333335
V5850,NA,253.42083333333335
V7115,NA,253.42083333333335
V7120,NA,253.42083333333335
V7124,NA,253.42083333333335
V791,NA,253.42083333333335
V7991,NA,253.42083333333335
V1992,NA,253.42083333333332
V1650,NA,253.4125
V1651,NA,253.4125
V1652,NA,253.4125
V5588,NA,253.4125
V5589,NA,253.4125
V5590,NA,253.4125
V5700,NA,253.4125
V5705,NA,253.4125
V5709,NA,253.4125
V6090,NA,253.4125
V10490,NA,253.4125
V2331,NA,253.4125
V2336,NA,253.4125
V2340,NA,253.4125
V2659,NA,253.4125
V2660,NA,253.4125
V2661,NA,253.4125
V4150,NA,253.4125
V4151,NA,253.4125
V4152,NA,253.4125
V4897,NA,253.4125
V4900,NA,253.4125
V4901,NA,253.4125
V4902,NA,253.4125
V4986,NA,253.4125
V5864,NA,253.4125
V6137,NA,253.4125
V6328,NA,253.4125
V7383,NA,253.4125
V7727,NA,253.4125
V8061,NA,253.4125
V8062,NA,253.4125
V8063,NA,253.4125
V8105,NA,253.4125
V8203,NA,253.4125
V8437,NA,253.4125
V9449,NA,253.4125
V9774,NA,253.4125
V3552,NA,253.40833333333333
V9605,NA,253.40833333333333
V13738,NA,253.4
V1855,NA,253.4
V1876,NA,253.4
V1881,NA,253.4
V1885,NA,253.4
V1921,NA,253.4
V5362,NA,253.4
V5778,NA,253.4
V6361,NA,253.4
V7381,NA,253.4
V7630,NA,253.4
V8344,NA,253.4
V8603,NA,253.4
V9342,NA,253.4
V9506,NA,253.4
V8927,NA,253.4
V12565,NA,253.39583333333337
V2687,NA,253.39583333333337
V6327,NA,253.39583333333337
V9494,NA,253.39583333333337
V5313,NA,253.39583333333331
V716,NA,253.3875
V721,NA,253.3875
V725,NA,253.3875
V10210,NA,253.3875
V10253,NA,253.3875
V11158,NA,253.3875
V11161,NA,253.3875
V11307,NA,253.3875
V2309,NA,253.3875
V2695,NA,253.3875
V2700,NA,253.3875
V2704,NA,253.3875
V4709,NA,253.3875
V6062,NA,253.3875
V6272,NA,253.3875
V6613,NA,253.3875
V6990,NA,253.3875
V6991,NA,253.3875
V6992,NA,253.3875
V7048,NA,253.3875
V7049,NA,253.3875
V7050,NA,253.3875
V8091,NA,253.3875
V8445,NA,253.3875
V9880,NA,253.3875
V9939,NA,253.3875
V5856,NA,253.38333333333333
V9045,NA,253.38333333333333
V2376,NA,253.375
V3434,NA,253.375
V5385,NA,253.375
V5653,NA,253.375
V6241,NA,253.375
V6363,NA,253.375
V7070,NA,253.375
V7687,NA,253.375
V8238,NA,253.375
V8477,NA,253.375
V8627,NA,253.375
V8837,NA,253.375
V9870,NA,253.375
V1475,NA,253.37083333333337
V4913,NA,253.37083333333337
V4934,NA,253.37083333333337
V4939,NA,253.37083333333337
V4943,NA,253.37083333333337
V5027,NA,253.37083333333337
V7253,NA,253.37083333333337
V9968,NA,253.37083333333337
V10143,NA,253.3625
V1190,NA,253.3625
V1191,NA,253.3625
V1333,NA,253.3625
V1334,NA,253.3625
V1335,NA,253.3625
V1336,NA,253.3625
V1852,NA,253.3625
V1873,NA,253.3625
V1878,NA,253.3625
V1882,NA,253.3625
V1925,NA,253.3625
V2898,NA,253.3625
V3017,NA,253.3625
V3315,NA,253.3625
V4352,NA,253.3625
V4373,NA,253.3625
V4378,NA,253.3625
V4382,NA,253.3625
V5155,NA,253.3625
V5234,NA,253.3625
V5235,NA,253.3625
V5236,NA,253.3625
V5430,NA,253.3625
V6095,NA,253.3625
V6943,NA,253.3625
V7285,NA,253.3625
V7328,NA,253.3625
V7494,NA,253.3625
V7500,NA,253.3625
V7551,NA,253.3625
V7631,NA,253.3625
V7632,NA,253.3625
V7633,NA,253.3625
V7649,NA,253.3625
V7654,NA,253.3625
V7658,NA,253.3625
V9827,NA,253.3625
V11620,NA,253.35833333333335
V2353,NA,253.35833333333335
V7198,NA,253.35833333333335
V7202,NA,253.35833333333335
V10180,NA,253.35
V1390,NA,253.35
V5793,NA,253.35
V11441,NA,253.35
V2252,NA,253.35
V2550,NA,253.35
V2740,NA,253.35
V3098,NA,253.35
V4494,NA,253.35
V5297,NA,253.35
V7683,NA,253.35
V12637,NA,253.34583333333333
V5457,NA,253.34583333333333
V8836,NA,253.34583333333333
V1893,NA,253.3375
V2182,NA,253.3375
V2380,NA,253.3375
V2427,NA,253.3375
V4915,NA,253.3375
V4936,NA,253.3375
V4941,NA,253.3375
V4945,NA,253.3375
V5748,NA,253.3375
V6040,NA,253.3375
V6045,NA,253.3375
V6049,NA,253.3375
V6321,NA,253.3375
V7675,NA,253.3375
V4927,NA,253.3375
V9814,NA,253.3375
V758,NA,253.33333333333337
V5184,NA,253.33333333333331
V4957,NA,253.325
V10267,NA,253.325
V10268,NA,253.325
V10269,NA,253.325
V13526,NA,253.325
V3310,NA,253.325
V5371,NA,253.325
V5372,NA,253.325
V5373,NA,253.325
V5374,NA,253.325
V5504,NA,253.325
V5610,NA,253.325
V6326,NA,253.325
V7422,NA,253.325
V7427,NA,253.325
V7431,NA,253.325
V7543,NA,253.325
V7592,NA,253.325
V8047,NA,253.325
V8446,NA,253.325
V8487,NA,253.32083333333333
V10308,NA,253.3125
V11137,NA,253.3125
V11217,NA,253.3125
V11575,NA,253.3125
V11857,NA,253.3125
V1234,NA,253.3125
V1235,NA,253.3125
V1236,NA,253.3125
V1930,NA,253.3125
V2352,NA,253.3125
V2744,NA,253.3125
V2791,NA,253.3125
V3216,NA,253.3125
V3258,NA,253.3125
V5143,NA,253.3125
V5568,NA,253.3125
V7783,NA,253.3125
V8014,NA,253.3125
V8019,NA,253.3125
V8023,NA,253.3125
V8392,NA,253.3125
V3313,NA,253.30833333333337
V5486,NA,253.30833333333337
V7582,NA,253.30833333333337
V7739,NA,253.30833333333337
V12502,NA,253.3
V1485,NA,253.3
V1559,NA,253.3
V1560,NA,253.3
V1561,NA,253.3
V1938,NA,253.3
V1939,NA,253.3
V1940,NA,253.3
V2183,NA,253.3
V2184,NA,253.3
V2185,NA,253.3
V4058,NA,253.3
V4059,NA,253.3
V4060,NA,253.3
V4061,NA,253.3
V4437,NA,253.3
V4438,NA,253.3
V4439,NA,253.3
V4440,NA,253.3
V4643,NA,253.3
V4648,NA,253.3
V4652,NA,253.3
V4981,NA,253.3
V5868,NA,253.3
V5977,NA,253.3
V6085,NA,253.3
V6147,NA,253.3
V6611,NA,253.3
V7296,NA,253.3
V7839,NA,253.3
V7975,NA,253.3
V7696,NA,253.3
V7697,NA,253.3
V7698,NA,253.3
V7699,NA,253.3
V9410,NA,253.3
V9412,NA,253.3
V1432,NA,253.29583333333335
V2208,NA,253.29583333333335
V2422,NA,253.29583333333335
V8343,NA,253.29583333333335
V9447,NA,253.29583333333332
V12576,NA,253.2875
V2716,NA,253.2875
V5718,NA,253.2875
V1112,NA,253.2875
V1113,NA,253.2875
V1118,NA,253.2875
V11621,NA,253.2875
V12858,NA,253.2875
V1793,NA,253.2875
V2385,NA,253.2875
V5335,NA,253.2875
V5340,NA,253.2875
V5344,NA,253.2875
V5499,NA,253.2875
V7566,NA,253.2875
V7593,NA,253.2875
V7594,NA,253.2875
V7595,NA,253.2875
V7740,NA,253.2875
V8147,NA,253.2875
V8535,NA,253.2875
V9776,NA,253.2875
V9812,NA,253.2875
V11509,NA,253.28333333333333
V3467,NA,253.28333333333333
V6033,NA,253.28333333333333
V10256,NA,253.275
V10581,NA,253.275
V11501,NA,253.275
V1196,NA,253.275
V1994,NA,253.275
V2123,NA,253.275
V4618,NA,253.275
V4997,NA,253.275
V766,NA,253.275
V7994,NA,253.275
V8030,NA,253.275
V9047,NA,253.275
V9326,NA,253.275
V9516,NA,253.275
V9575,NA,253.275
V8415,NA,253.275
V3296,NA,253.27083333333337
V3308,NA,253.27083333333337
V5692,NA,253.27083333333337
V5849,NA,253.27083333333337
V7338,NA,253.27083333333337
V10208,NA,253.2625
V12622,NA,253.2625
V1420,NA,253.2625
V1426,NA,253.2625
V5699,NA,253.2625
V5704,NA,253.2625
V5708,NA,253.2625
V2267,NA,253.2625
V2330,NA,253.2625
V2335,NA,253.2625
V2339,NA,253.2625
V2749,NA,253.2625
V3225,NA,253.2625
V4985,NA,253.2625
V5032,NA,253.2625
V5289,NA,253.2625
V5299,NA,253.2625
V5863,NA,253.2625
V5933,NA,253.2625
V6979,NA,253.2625
V7786,NA,253.2625
V8037,NA,253.2625
V8104,NA,253.2625
V8202,NA,253.2625
V9448,NA,253.2625
V9801,NA,253.2625
V12520,NA,253.25833333333333
V9604,NA,253.25833333333333
V1854,NA,253.25
V1875,NA,253.25
V1880,NA,253.25
V1884,NA,253.25
V1920,NA,253.25
V2631,NA,253.25
V6219,NA,253.25
V7081,NA,253.25
V7082,NA,253.25
V7083,NA,253.25
V7331,NA,253.25
V7539,NA,253.25
V8327,NA,253.25
V8366,NA,253.25
V8371,NA,253.25
V8375,NA,253.25
V8530,NA,253.25
V8926,NA,253.25
V9338,NA,253.25
V9505,NA,253.25
V2323,NA,253.24583333333337
V2329,NA,253.24583333333337
V2334,NA,253.24583333333337
V2338,NA,253.24583333333337
V3581,NA,253.24583333333337
V5190,NA,253.24583333333337
V5195,NA,253.24583333333337
V5199,NA,253.24583333333337
V7726,NA,253.24583333333337
V10252,NA,253.2375
V11306,NA,253.2375
V11568,NA,253.2375
V11590,NA,253.2375
V1923,NA,253.2375
V2694,NA,253.2375
V2699,NA,253.2375
V2703,NA,253.2375
V4423,NA,253.2375
V4857,NA,253.2375
V5145,NA,253.2375
V7283,NA,253.2375
V793,NA,253.2375
V8444,NA,253.2375
V8521,NA,253.2375
V6134,NA,253.2375
V8150,NA,253.2375
V8401,NA,253.2375
V8402,NA,253.2375
V8403,NA,253.2375
V8404,NA,253.2375
V13601,NA,253.23333333333335
V2786,NA,253.23333333333335
V9811,NA,253.23333333333332
V1421,NA,253.225
V3433,NA,253.225
V12523,NA,253.225
V1256,NA,253.225
V1257,NA,253.225
V1262,NA,253.225
V2375,NA,253.225
V3056,NA,253.225
V3261,NA,253.225
V5300,NA,253.225
V5301,NA,253.225
V5302,NA,253.225
V5384,NA,253.225
V5861,NA,253.225
V5866,NA,253.225
V5870,NA,253.225
V7965,NA,253.225
V8237,NA,253.225
V9404,NA,253.225
V9869,NA,253.225
V9871,NA,253.225
V12510,NA,253.22083333333333
V12666,NA,253.22083333333333
V1474,NA,253.22083333333333
V6096,NA,253.22083333333333
V7238,NA,253.22083333333333
V10221,NA,253.2125
V10341,NA,253.2125
V11280,NA,253.2125
